Data,Espèce,image,width,height,xmin,ymin,xmax,ymax
TRAIN,MESNON,Mangeoires/img583.jpg,240.0,136.0,145.4525,80.54375,232.28625,123.96
TRAIN,MESNON,Mangeoires/img584.jpg,240.0,135.0,71.93875,53.84,134.93375,99.9625
TRAIN,MESBLE,Mangeoires/img585.jpg,240.0,136.0,147.675,85.6125,240.0,136.0
TRAIN,MESBLE,Mangeoires/img586.jpg,240.0,136.0,129.05,34.71375,194.17625,101.77000000000001
TRAIN,PINARB,Mangeoires/img587.jpg,240.0,135.0,92.6375,54.375,176.25625,96.125
TRAIN,ROUGOR,Mangeoires/img588.jpg,240.0,136.0,55.72375,0.22125,133.39125,69.20625
TRAIN,VEREUR,Mangeoires/img589.jpg,240.0,136.0,95.04,53.52875,125.4325,92.3625
TRAIN,MESNON,Mangeoires/img590.jpg,240.0,136.0,171.9375,64.9125,240.0,136.0
TRAIN,ECUROU,Mangeoires/img591.jpg,240.0,136.0,89.975,4.3225,156.30625,119.13625
TRAIN,MESNON,Mangeoires/img592.jpg,240.0,135.0,134.845,62.4125,158.5925,88.86875
TRAIN,PIEBAV,Mangeoires/img593.jpg,240.0,136.0,87.80375,50.3925,162.095,135.78
TRAIN,MESCHA,Mangeoires/img594.jpg,240.0,136.0,121.5725,78.855,158.4775,102.4875
TRAIN,ACCMOU,Mangeoires/img595.jpg,240.0,136.0,121.33125,63.4125,221.4325,128.06125
TRAIN,VEREUR,Mangeoires/img596.jpg,240.0,136.0,118.6775,84.885,178.25625,135.78
TRAIN,ECUROU,Mangeoires/img597.jpg,240.0,136.0,104.58875,58.51,198.97625,136.0
TRAIN,MESNON,Mangeoires/img598.jpg,240.0,136.0,81.5325,15.4175,122.29625,46.53375
TRAIN,ROUGOR,Mangeoires/img599.jpg,240.0,135.0,140.3125,31.8,188.4625,91.345
TRAIN,MESCHA,Mangeoires/img600.jpg,240.0,135.0,159.435,31.8,224.7625,85.325
TRAIN,MESBLE,Mangeoires/img601.jpg,240.0,135.0,145.05625,56.91625,205.89125,86.615
TRAIN,ROUGOR,Mangeoires/img602.jpg,240.0,136.0,0.0,12.2825,99.14,98.15125
TRAIN,MESNON,Mangeoires/img603.jpg,240.0,135.0,89.93,68.36625,168.98,97.135
TRAIN,PINARB,Mangeoires/img604.jpg,240.0,135.0,187.6925,101.73625,239.68875,134.85875
TRAIN,SITTOR,Mangeoires/img605.jpg,240.0,135.0,150.27625,57.6875,198.32125,85.60125
TRAIN,ACCMOU,Mangeoires/img606.jpg,240.0,136.0,118.1875,60.28375,228.6625,123.9625
TRAIN,MESNOI,Mangeoires/img607.jpg,240.0,135.0,141.57125,55.38,195.82,82.4325
TRAIN,SITTOR,Mangeoires/img608.jpg,240.0,135.0,127.03625,57.38125,185.35125,86.755
TRAIN,MESNON,Mangeoires/img609.jpg,240.0,135.0,101.3225,55.73625,146.63125,91.7575
TRAIN,ACCMOU,Mangeoires/img610.jpg,240.0,135.0,149.31125,36.62,240.0,85.87375
TRAIN,MESCHA,Mangeoires/img611.jpg,240.0,135.0,134.08875,34.89375,194.89375,76.26625
TRAIN,VEREUR,Mangeoires/img612.jpg,240.0,136.0,125.6725,75.96,210.095,135.05625
TRAIN,SITTOR,Mangeoires/img613.jpg,240.0,135.0,178.36875,60.9875,239.71375,112.73375
TRAIN,ROUGOR,Mangeoires/img614.jpg,240.0,135.0,89.55,32.0175,146.545,79.13875
TRAIN,SITTOR,Mangeoires/img615.jpg,240.0,136.0,150.035,74.755,229.3875,129.02625
TRAIN,ACCMOU,Mangeoires/img616.jpg,240.0,136.0,57.175,54.7375,178.5,126.855
TRAIN,ROUGOR,Mangeoires/img617.jpg,240.0,136.0,97.69375,13.2475,202.85875,72.10125
TRAIN,ACCMOU,Mangeoires/img618.jpg,240.0,135.0,126.39625,38.30875,176.32625,97.645
TRAIN,MESCHA,Mangeoires/img619.jpg,240.0,136.0,107.82375,46.775,179.945,94.05125
TRAIN,VEREUR,Mangeoires/img620.jpg,240.0,136.0,90.94,45.81,165.955,88.02125
TRAIN,MESBLE,Mangeoires/img621.jpg,240.0,135.0,144.39,56.0525,186.86625,112.02875
TRAIN,PIEBAV,Mangeoires/img622.jpg,240.0,136.0,95.1025,50.92125,212.2575,135.8225
TRAIN,PIEBAV,Mangeoires/img623.jpg,240.0,136.0,64.7475,53.76625,186.17,136.0
TRAIN,MESCHA,Mangeoires/img624.jpg,240.0,135.0,116.99,18.28875,147.14,71.35
TRAIN,VEREUR,Mangeoires/img625.jpg,240.0,136.0,72.125,61.2475,127.36125,94.53375
TRAIN,MESNON,Mangeoires/img626.jpg,240.0,135.0,113.58,64.8325,195.87,103.71
TRAIN,PIEBAV,Mangeoires/img627.jpg,240.0,136.0,0.24125,52.81875,150.36,136.0
TRAIN,ACCMOU,Mangeoires/img628.jpg,240.0,136.0,77.4325,67.03625,185.4875,133.1
TRAIN,MESNON,Mangeoires/img629.jpg,240.0,136.0,174.4,54.4875,238.8025,124.2
TRAIN,SITTOR,Mangeoires/img630.jpg,240.0,136.0,89.01,78.3725,177.77375,130.4725
TRAIN,MESNOI,Mangeoires/img631.jpg,240.0,135.0,180.37,56.7475,203.58875,81.485
TRAIN,SITTOR,Mangeoires/img632.jpg,240.0,135.0,59.00625,46.2475,110.5875,100.1625
TRAIN,SITTOR,Mangeoires/img633.jpg,240.0,136.0,160.88875,77.4075,226.4975,136.0
TRAIN,MESNON,Mangeoires/img634.jpg,240.0,135.0,146.96875,60.31875,193.5275,82.1925
TRAIN,ECUROU,Mangeoires/img635.jpg,240.0,136.0,77.4325,30.61375,144.24625,134.3325
TRAIN,PIEBAV,Mangeoires/img636.jpg,240.0,136.0,88.93625,49.26125,127.5925,135.8225
TRAIN,SITTOR,Mangeoires/img637.jpg,240.0,135.0,99.00125,70.1025,162.5,105.87
TRAIN,MESCHA,Mangeoires/img638.jpg,240.0,136.0,45.35125,58.835,101.79375,103.4575
TRAIN,MESNON,Mangeoires/img639.jpg,240.0,136.0,0.0,67.76,52.775,136.0
TRAIN,PINARB,Mangeoires/img640.jpg,240.0,135.0,153.645,62.4775,212.515,96.475
TRAIN,MESNOI,Mangeoires/img641.jpg,240.0,135.0,93.60875,50.52875,118.60625,81.98375
TRAIN,PINARB,Mangeoires/img642.jpg,240.0,135.0,167.5925,58.33,196.0275,83.53625
TRAIN,ECUROU,Mangeoires/img643.jpg,240.0,136.0,117.395,60.17,174.3125,135.3475
TRAIN,PINARB,Mangeoires/img644.jpg,240.0,135.0,161.57,52.65375,222.69,88.15
TRAIN,MESBLE,Mangeoires/img645.jpg,240.0,136.0,94.79875,0.22125,213.955,76.68375
TRAIN,VEREUR,Mangeoires/img646.jpg,240.0,136.0,83.4625,50.15125,127.6025,91.3975
TRAIN,PINARB,Mangeoires/img647.jpg,240.0,135.0,104.75,48.23375,186.1475,87.29625
TRAIN,MESNON,Mangeoires/img648.jpg,240.0,135.0,159.79,55.945,190.30875,102.295
TRAIN,MESNON,Mangeoires/img649.jpg,240.0,135.0,193.79,73.97375,240.0,135.0
TRAIN,ROUGOR,Mangeoires/img650.jpg,240.0,136.0,10.37625,29.64875,77.91375,94.05125000000001
TRAIN,VEREUR,Mangeoires/img651.jpg,240.0,136.0,87.5625,51.84,128.32625,91.3975
TRAIN,PINARB,Mangeoires/img652.jpg,240.0,135.0,140.9375,52.82,201.45375,100.62875
TRAIN,MESCHA,Mangeoires/img653.jpg,240.0,136.0,182.35625,67.2775,240.0,121.0625
TRAIN,VEREUR,Mangeoires/img654.jpg,240.0,136.0,36.90875,48.22125,109.03,97.66875
TRAIN,PIEBAV,Mangeoires/img655.jpg,240.0,136.0,70.67625,85.07125,221.26875,136.0
TRAIN,ECUROU,Mangeoires/img656.jpg,240.0,136.0,72.36625,0.22125,149.5525,136.0
TRAIN,MESCHA,Mangeoires/img657.jpg,240.0,135.0,114.5775,35.1725,181.6325,74.73
TRAIN,PINARB,Mangeoires/img658.jpg,240.0,135.0,26.8025,58.48625,155.1025,108.52625
TRAIN,ACCMOU,Mangeoires/img659.jpg,240.0,135.0,123.985,41.2025,189.35125,98.36875
TRAIN,ROUGOR,Mangeoires/img660.jpg,240.0,136.0,63.4375,39.775,161.85,91.6375
TRAIN,MESCHA,Mangeoires/img661.jpg,240.0,136.0,64.69625,62.55375,116.79625,124.20625
TRAIN,ACCMOU,Mangeoires/img662.jpg,240.0,136.0,104.4475,50.875,218.3,123.72
TRAIN,VEREUR,Mangeoires/img663.jpg,240.0,136.0,86.115,52.805,115.06,99.11625
TRAIN,PINARB,Mangeoires/img664.jpg,240.0,135.0,93.29625,42.8725,151.9375,91.7225
TRAIN,ROUGOR,Mangeoires/img665.jpg,240.0,135.0,80.39625,41.15875,146.54125,77.30625
TRAIN,ECUROU,Mangeoires/img666.jpg,240.0,136.0,86.09125,60.64375,170.5175,135.8225
TRAIN,VEREUR,Mangeoires/img667.jpg,240.0,136.0,91.90375,63.65875,116.99,88.745
TRAIN,ECUROU,Mangeoires/img668.jpg,240.0,136.0,75.65625,28.39125,132.5725,131.07875
TRAIN,SITTOR,Mangeoires/img669.jpg,240.0,135.0,160.38375,60.975,206.52625,89.515
TRAIN,VEREUR,Mangeoires/img670.jpg,240.0,136.0,84.90875,50.63375,126.39625,85.12625
TRAIN,VEREUR,Mangeoires/img671.jpg,240.0,136.0,118.6775,44.845,169.5725,96.945
TRAIN,MESNOI,Mangeoires/img672.jpg,240.0,135.0,162.99375,61.3625,196.845,81.90625
TRAIN,SITTOR,Mangeoires/img673.jpg,240.0,136.0,174.39625,66.125,240.0,134.3325
TRAIN,ROUGOR,Mangeoires/img674.jpg,240.0,135.0,87.715,32.82,137.06125,77.66625
TRAIN,PIEBAV,Mangeoires/img675.jpg,240.0,136.0,78.73875,49.4975,152.02,136.0
TRAIN,PIEBAV,Mangeoires/img676.jpg,240.0,136.0,92.6275,57.89375,221.1425,136.0
TRAIN,PINARB,Mangeoires/img677.jpg,240.0,135.0,160.68625,57.01375,231.70125,101.5925
TRAIN,VEREUR,Mangeoires/img678.jpg,240.0,136.0,114.095,48.70375,172.4675,103.94
TRAIN,ROUGOR,Mangeoires/img679.jpg,240.0,136.0,33.05,24.58375,103.965,76.20125
TRAIN,PINARB,Mangeoires/img680.jpg,240.0,135.0,106.03625,58.0975,146.48375,89.345
TRAIN,VEREUR,Mangeoires/img681.jpg,240.0,136.0,68.74875,41.95,98.4175,92.3625
TRAIN,ACCMOU,Mangeoires/img682.jpg,240.0,136.0,110.0,58.35,240.0,129.9875
TRAIN,VEREUR,Mangeoires/img683.jpg,240.0,136.0,130.73875,68.965,170.5375,100.805
TRAIN,SITTOR,Mangeoires/img684.jpg,240.0,136.0,127.3625,54.7375,239.5225,136.0
TRAIN,ACCMOU,Mangeoires/img685.jpg,240.0,136.0,132.9125,51.6,221.675,114.3125
TRAIN,SITTOR,Mangeoires/img686.jpg,240.0,135.0,167.0525,54.47375,216.9475,95.68375
TRAIN,VEREUR,Mangeoires/img687.jpg,240.0,136.0,93.5925,61.2475,140.86875,100.805
TRAIN,ROUGOR,Mangeoires/img688.jpg,240.0,135.0,51.94875,23.60125,118.72375,86.59625
TRAIN,ROUGOR,Mangeoires/img689.jpg,240.0,135.0,128.6725,40.00375,192.2925,93.125
TRAIN,SITTOR,Mangeoires/img690.jpg,240.0,135.0,159.8775,68.87375,226.0125,105.1575
TRAIN,ECUROU,Mangeoires/img691.jpg,240.0,136.0,79.545,32.0175,163.77375,135.92875
TRAIN,MESCHA,Mangeoires/img692.jpg,240.0,136.0,77.6725,55.94,121.81375,84.64375
TRAIN,MESBLE,Mangeoires/img693.jpg,240.0,136.0,62.4775,18.3125,105.89375,60.765
TRAIN,ECUROU,Mangeoires/img694.jpg,240.0,136.0,89.73375,31.3375,140.86875,106.35250000000002
TRAIN,MESNON,Mangeoires/img695.jpg,240.0,135.0,100.6925,62.33625,140.3975,87.265
TRAIN,ECUROU,Mangeoires/img696.jpg,240.0,136.0,101.07,28.4425,176.085,123.2375
TRAIN,PIEBAV,Mangeoires/img697.jpg,240.0,136.0,0.24125,54.47875,150.83375,122.54124999999999
TRAIN,MESCHA,Mangeoires/img698.jpg,240.0,135.0,159.60875,24.78625,227.435,85.26125
TRAIN,PIEBAV,Mangeoires/img699.jpg,240.0,136.0,105.5375,96.2175,239.76625,136.0
TRAIN,SITTOR,Mangeoires/img700.jpg,240.0,136.0,48.97,83.92,139.18125,136.0
TRAIN,PIEBAV,Mangeoires/img701.jpg,240.0,136.0,107.90875,49.02375,239.76625,106.6525
TRAIN,VEREUR,Mangeoires/img702.jpg,240.0,136.0,94.075,50.875,124.95,91.15625
TRAIN,PINARB,Mangeoires/img703.jpg,240.0,135.0,124.7175,47.68375,207.51125,95.2
TRAIN,MESNON,Mangeoires/img704.jpg,240.0,135.0,174.2075,59.2,196.0525,81.98375
TRAIN,VEREUR,Mangeoires/img705.jpg,240.0,136.0,106.6175,70.65375,181.87375,135.78
TRAIN,ROUGOR,Mangeoires/img706.jpg,240.0,135.0,81.33875,32.355,137.20875,80.10125
TRAIN,MESCHA,Mangeoires/img707.jpg,240.0,136.0,105.6525,57.87,162.5775,86.09125
TRAIN,VEREUR,Mangeoires/img708.jpg,240.0,136.0,59.5825,54.01125,117.23125,94.2925
TRAIN,MESNON,Mangeoires/img709.jpg,240.0,135.0,111.93875,59.3825,178.17375,92.5
TRAIN,ECUROU,Mangeoires/img710.jpg,240.0,136.0,85.87375,26.755,173.19125,135.78
TRAIN,MESNON,Mangeoires/img711.jpg,240.0,135.0,144.87625,63.52,191.5275,114.8375
TRAIN,ROUGOR,Mangeoires/img712.jpg,240.0,136.0,157.425,3.7875,240.0,87.875
TRAIN,SITTOR,Mangeoires/img713.jpg,240.0,135.0,143.52625,44.24875,182.0725,108.74375
TRAIN,PIEBAV,Mangeoires/img714.jpg,240.0,136.0,97.71125,40.48625,231.46625,112.10625
TRAIN,MESBLE,Mangeoires/img715.jpg,240.0,136.0,97.935,34.71375,164.26625,110.45250000000001
TRAIN,PINARB,Mangeoires/img716.jpg,240.0,135.0,143.49,56.98625,170.88375,87.4
TRAIN,VEREUR,Mangeoires/img717.jpg,240.0,135.0,48.8575,47.5775,156.28875,108.28875
TRAIN,MESBLE,Mangeoires/img718.jpg,240.0,135.0,87.3375,47.63125,135.805,102.31875
TRAIN,PINARB,Mangeoires/img719.jpg,240.0,135.0,70.76625,45.01375,135.41125,115.05875
TRAIN,SITTOR,Mangeoires/img720.jpg,240.0,135.0,132.09875,108.72,216.0725,135.0
TRAIN,MESNOI,Mangeoires/img721.jpg,240.0,135.0,138.98875,55.54375,189.88,81.48
TRAIN,MESCHA,Mangeoires/img722.jpg,240.0,135.0,119.29875,53.15625,203.44125,104.2275
TRAIN,MESNON,Mangeoires/img723.jpg,240.0,136.0,47.76375,34.47375,143.04,79.3375
TRAIN,MESNOI,Mangeoires/img724.jpg,240.0,135.0,149.22125,61.26625,181.10625,87.84875
TRAIN,SITTOR,Mangeoires/img725.jpg,240.0,135.0,198.28625,57.6275,239.83375,121.3725
TRAIN,PIEBAV,Mangeoires/img726.jpg,240.0,136.0,78.5025,87.4425,212.49375,135.585
TRAIN,MESNOI,Mangeoires/img727.jpg,240.0,135.0,106.46375,76.30125,156.41,116.0475
TRAIN,VEREUR,Mangeoires/img728.jpg,240.0,136.0,134.5975,67.76,203.82375,136.0
TRAIN,ROUGOR,Mangeoires/img729.jpg,240.0,135.0,128.8425,26.7,178.93875,95.845
TRAIN,ECUROU,Mangeoires/img730.jpg,240.0,136.0,87.5625,9.62875,137.975,110.21125
TRAIN,MESNON,Mangeoires/img731.jpg,240.0,136.0,166.925,71.625,222.4,136.0
TRAIN,PIEBAV,Mangeoires/img732.jpg,240.0,136.0,126.88125,37.40375,239.53,135.585
TRAIN,MESNON,Mangeoires/img733.jpg,240.0,136.0,33.77375,16.865,109.75375,55.457499999999996
TRAIN,ECUROU,Mangeoires/img734.jpg,240.0,136.0,109.03,24.825,194.6575,129.75
TRAIN,ECUROU,Mangeoires/img735.jpg,240.0,136.0,102.5175,21.20625,196.34625,134.57375
TRAIN,MESCHA,Mangeoires/img736.jpg,240.0,136.0,52.82875,60.04125,137.4925,96.945
TRAIN,PINARB,Mangeoires/img737.jpg,240.0,135.0,99.3,54.965,174.29375,87.4625
TRAIN,ROUGOR,Mangeoires/img738.jpg,240.0,135.0,112.89875,31.38,150.995,84.17625
TRAIN,MESNON,Mangeoires/img739.jpg,240.0,136.0,139.325,5.04625,187.5125,29.16625
TRAIN,MESBLE,Mangeoires/img740.jpg,240.0,135.0,138.16875,56.17875,162.29875,85.5175
TRAIN,SITTOR,Mangeoires/img741.jpg,240.0,136.0,92.625,75.725,240.0,135.78
TRAIN,MESNON,Mangeoires/img742.jpg,240.0,136.0,61.025,57.875,148.1,127.3375
TRAIN,VEREUR,Mangeoires/img743.jpg,240.0,136.0,102.75875,61.2475,152.93,89.4675
TRAIN,PIEBAV,Mangeoires/img744.jpg,240.0,136.0,66.64375,43.3325,137.55375,135.585
TRAIN,MESBLE,Mangeoires/img745.jpg,240.0,136.0,5.07,95.98125,89.73374999999999,135.78
TRAIN,ROUGOR,Mangeoires/img746.jpg,240.0,136.0,75.2625,7.7,158.4775,62.21125
TRAIN,SITTOR,Mangeoires/img747.jpg,240.0,135.0,76.63375,58.44,149.98125,111.57125
TRAIN,MESCHA,Mangeoires/img748.jpg,240.0,136.0,118.6775,76.20125,168.84875,130.71375
TRAIN,PINARB,Mangeoires/img749.jpg,240.0,136.0,167.16,44.85,197.31125,91.88
TRAIN,MESCHA,Mangeoires/img750.jpg,240.0,135.0,101.93625,23.9775,130.97125,58.03625
TRAIN,SITTOR,Mangeoires/img751.jpg,240.0,135.0,47.165,57.6625,102.63,133.08375
TRAIN,VEREUR,Mangeoires/img752.jpg,240.0,136.0,91.18125,46.775,147.6225,92.60375
TRAIN,SITTOR,Mangeoires/img753.jpg,240.0,136.0,127.9875,51.9375,238.79875,130.71375
TRAIN,MESNON,Mangeoires/img754.jpg,240.0,135.0,24.61625,45.55875,107.9,101.0225
TRAIN,MESNOI,Mangeoires/img755.jpg,240.0,135.0,92.41,55.34,152.92625,86.38
TRAIN,ROUGOR,Mangeoires/img756.jpg,240.0,136.0,87.9,0.22125,163.5375,55.8875
TRAIN,MESBLE,Mangeoires/img757.jpg,240.0,136.0,67.30125,36.64375,149.07,81.50875
TRAIN,ROUGOR,Mangeoires/img758.jpg,240.0,136.0,76.70875,5.77,184.76875,66.6
TRAIN,MESNON,Mangeoires/img759.jpg,240.0,136.0,35.70375,8.18125,117.71375,57.87
TRAIN,SITTOR,Mangeoires/img760.jpg,240.0,135.0,97.1875,68.7025,125.95625,94.62125
TRAIN,MESNON,Mangeoires/img761.jpg,240.0,136.0,0.005,47.01625,73.81375,104.905
TRAIN,PINARB,Mangeoires/img762.jpg,240.0,135.0,165.49875,61.1825,231.05,129.8775
TRAIN,VEREUR,Mangeoires/img763.jpg,240.0,135.0,71.15,55.16625,146.3275,135.0
TRAIN,ROUGOR,Mangeoires/img764.jpg,240.0,135.0,131.6575,24.825,188.6775,112.68625
TRAIN,PIEBAV,Mangeoires/img765.jpg,240.0,136.0,102.2175,56.13875,239.76625,135.585
TRAIN,MESNON,Mangeoires/img766.jpg,240.0,136.0,79.125,53.7625,137.4875,123.2375
TRAIN,PINARB,Mangeoires/img767.jpg,240.0,135.0,177.65375,50.40375,218.275,91.54625
TRAIN,ECUROU,Mangeoires/img768.jpg,240.0,136.0,93.4425,89.1025,158.66,135.585
TRAIN,ROUGOR,Mangeoires/img769.jpg,240.0,136.0,126.64375,56.13875,157.2375,118.51
TRAIN,MESCHA,Mangeoires/img770.jpg,240.0,135.0,25.25125,14.60625,107.6425,88.49375
TRAIN,PIEBAV,Mangeoires/img771.jpg,240.0,136.0,39.32125,52.08125,118.91999999999999,135.53875
TRAIN,ACCMOU,Mangeoires/img772.jpg,240.0,136.0,147.38125,53.2875,218.775,105.3875
TRAIN,ECUROU,Mangeoires/img773.jpg,240.0,136.0,60.78875,14.21125,147.6225,135.05625
TRAIN,ECUROU,Mangeoires/img774.jpg,240.0,136.0,95.81375,68.7075,168.14625,136.0
TRAIN,MESNON,Mangeoires/img775.jpg,240.0,135.0,61.6625,70.06875,108.43,105.58625
TRAIN,ECUROU,Mangeoires/img776.jpg,240.0,136.0,91.545,17.245,157.0,97.64
TRAIN,ROUGOR,Mangeoires/img777.jpg,240.0,136.0,90.69875,0.22125,202.6175,70.65375
TRAIN,MESNOI,Mangeoires/img778.jpg,240.0,135.0,163.165,64.80875,207.4325,105.2225
TRAIN,SITTOR,Mangeoires/img779.jpg,240.0,135.0,166.105,62.8375,239.68375,115.42125
TRAIN,VEREUR,Mangeoires/img780.jpg,240.0,136.0,95.5225,57.62875,157.5125,86.815
TRAIN,MESNON,Mangeoires/img781.jpg,240.0,135.0,122.11625,61.08,172.7375,85.97375
TRAIN,VEREUR,Mangeoires/img782.jpg,240.0,136.0,66.81875,54.2525,104.20625,89.4675
TRAIN,PIEBAV,Mangeoires/img783.jpg,240.0,136.0,24.6075,40.2625,138.94,136.0
TRAIN,ACCMOU,Mangeoires/img784.jpg,240.0,136.0,78.875,44.125,137.25,102.25
TRAIN,ECUROU,Mangeoires/img785.jpg,240.0,136.0,92.49375,59.69625,196.13,135.8225
TRAIN,PINARB,Mangeoires/img786.jpg,240.0,135.0,155.2425,55.07,186.60375,87.20875
TRAIN,MESCHA,Mangeoires/img787.jpg,240.0,135.0,139.21375,25.99625,225.7,69.6325
TRAIN,VEREUR,Mangeoires/img788.jpg,240.0,136.0,68.74875,58.59375,104.4475,89.95
TRAIN,ECUROU,Mangeoires/img789.jpg,240.0,136.0,33.77375,11.3175,143.5225,121.3075
TRAIN,VEREUR,Mangeoires/img790.jpg,240.0,136.0,119.88375,57.14625,181.87375,103.21625
TRAIN,PIEBAV,Mangeoires/img791.jpg,240.0,136.0,103.16625,36.92875,183.32375,136.0
TRAIN,ECUROU,Mangeoires/img792.jpg,240.0,136.0,128.0675,86.02,182.13875,135.585
TRAIN,VEREUR,Mangeoires/img793.jpg,240.0,136.0,125.19125,78.61375,239.5225,136.0
TRAIN,SITTOR,Mangeoires/img794.jpg,240.0,135.0,134.25,68.44375,171.57125,135.0
TRAIN,MESCHA,Mangeoires/img795.jpg,240.0,135.0,113.25625,63.62375,168.72,94.4625
TRAIN,MESNON,Mangeoires/img796.jpg,240.0,135.0,144.44625,44.09125,164.94375,79.08875
TRAIN,MESNON,Mangeoires/img797.jpg,240.0,135.0,169.73125,61.07125,240.0,101.335
TRAIN,ECUROU,Mangeoires/img798.jpg,240.0,136.0,113.13,28.4425,181.15,124.68375
TRAIN,ECUROU,Mangeoires/img799.jpg,240.0,136.0,72.84875,30.13125,149.31125,130.71375
TRAIN,ACCMOU,Mangeoires/img800.jpg,240.0,136.0,32.8125,63.17625,123.025,122.025
TRAIN,ECUROU,Mangeoires/img801.jpg,240.0,136.0,85.1425,75.8225,174.075,136.0
TRAIN,ROUGOR,Mangeoires/img802.jpg,240.0,136.0,0.0,45.5625,41.4875,98.3875
TRAIN,ROUGOR,Mangeoires/img803.jpg,240.0,136.0,33.29125,0.0,147.6225,95.98
TRAIN,PINARB,Mangeoires/img804.jpg,240.0,135.0,206.07875,111.8875,239.72125,135.0
TRAIN,PINARB,Mangeoires/img805.jpg,240.0,135.0,120.34625,54.2775,173.57,86.775
TRAIN,MESNON,Mangeoires/img806.jpg,240.0,135.0,34.14375,78.36,110.70125,123.25125
TRAIN,MESNOI,Mangeoires/img807.jpg,240.0,135.0,135.14625,59.18375,187.22625,78.97375
TRAIN,MESBLE,Mangeoires/img808.jpg,240.0,135.0,120.5725,39.90875,152.46625,101.835
TRAIN,VEREUR,Mangeoires/img809.jpg,240.0,136.0,123.02,47.01625,150.27625,88.02125
TRAIN,PINARB,Mangeoires/img810.jpg,240.0,135.0,130.7475,54.685,170.16375,104.36125
TRAIN,PIEBAV,Mangeoires/img811.jpg,240.0,136.0,98.18625,47.8375,239.53,119.70000000000002
TRAIN,VEREUR,Mangeoires/img812.jpg,240.0,136.0,93.35125,52.56375,156.065,88.02125
TRAIN,ACCMOU,Mangeoires/img813.jpg,240.0,135.0,131.39875,39.77875,172.34875,82.28375
TRAIN,MESBLE,Mangeoires/img814.jpg,240.0,136.0,79.84375,56.905,124.22625,81.75
TRAIN,MESNOI,Mangeoires/img815.jpg,240.0,135.0,139.73,55.45,200.3925,85.27375
TRAIN,ROUGOR,Mangeoires/img816.jpg,240.0,135.0,103.5,21.41,147.95625,77.7425
TRAIN,ECUROU,Mangeoires/img817.jpg,240.0,136.0,108.14625,73.21375,186.4075,135.11
TRAIN,VEREUR,Mangeoires/img818.jpg,240.0,136.0,119.4,49.66875,193.69375,102.975
TRAIN,MESNON,Mangeoires/img819.jpg,240.0,135.0,148.645,59.33,199.26625,82.14
TRAIN,MESBLE,Mangeoires/img820.jpg,240.0,136.0,111.6825,34.955,150.035,87.05625
TRAIN,ECUROU,Mangeoires/img821.jpg,240.0,136.0,100.32,67.0475,163.8775,136.0
TRAIN,PIEBAV,Mangeoires/img822.jpg,240.0,136.0,132.81,107.8375,208.93625,135.585
TRAIN,MESCHA,Mangeoires/img823.jpg,240.0,135.0,70.19625,67.735,229.39125,135.0
TRAIN,SITTOR,Mangeoires/img824.jpg,240.0,135.0,169.59875,61.37875,203.88375,89.15375
TRAIN,PINARB,Mangeoires/img825.jpg,240.0,135.0,162.89,54.8225,240.0,85.0375
TRAIN,MESBLE,Mangeoires/img826.jpg,240.0,135.0,37.93375,44.79625,92.55625,98.595
TRAIN,ROUGOR,Mangeoires/img827.jpg,240.0,135.0,137.61875,25.86125,194.63875,96.09875
TRAIN,ROUGOR,Mangeoires/img828.jpg,240.0,135.0,152.20625,22.87125,230.115,97.1625
TRAIN,SITTOR,Mangeoires/img829.jpg,240.0,136.0,101.3125,50.6375,210.1,107.075
TRAIN,MESBLE,Mangeoires/img830.jpg,240.0,136.0,40.5275,36.4025,112.88875,91.3975
TRAIN,ECUROU,Mangeoires/img831.jpg,240.0,136.0,89.01,20.965,157.75375,108.04125
TRAIN,SITTOR,Mangeoires/img832.jpg,240.0,136.0,79.12,68.2375,217.3375,129.2625
TRAIN,ACCMOU,Mangeoires/img833.jpg,240.0,136.0,115.3,43.875,198.7625,91.63875
TRAIN,ACCMOU,Mangeoires/img834.jpg,240.0,135.0,68.99,47.2325,111.4425,89.44375
TRAIN,MESNOI,Mangeoires/img835.jpg,240.0,135.0,131.2575,62.8925,192.4525,96.6375
TRAIN,MESCHA,Mangeoires/img836.jpg,240.0,136.0,80.085,16.3825,200.4475,83.19624999999999
TRAIN,SITTOR,Mangeoires/img837.jpg,240.0,135.0,160.21625,54.2775,193.63375,94.03125
TRAIN,MESNON,Mangeoires/img838.jpg,240.0,135.0,132.0475,47.10375,215.79,93.725
TRAIN,ROUGOR,Mangeoires/img839.jpg,240.0,136.0,95.275,0.0,177.15,61.4875
TRAIN,MESCHA,Mangeoires/img840.jpg,240.0,136.0,127.975,43.825,232.1375,105.7125
TRAIN,VEREUR,Mangeoires/img841.jpg,240.0,136.0,78.155,57.62875,108.30625,96.4625
TRAIN,ACCMOU,Mangeoires/img842.jpg,240.0,136.0,29.4325,61.4875,86.3625,119.86
TRAIN,MESNON,Mangeoires/img843.jpg,240.0,135.0,168.44375,58.99125,194.75,81.9875
TRAIN,ROUGOR,Mangeoires/img844.jpg,240.0,136.0,102.0375,0.0,188.3875,59.5625
TRAIN,ECUROU,Mangeoires/img845.jpg,240.0,136.0,67.765,31.005,138.1,130.57375
TRAIN,MESBLE,Mangeoires/img846.jpg,240.0,136.0,162.3375,46.05,214.675,75.475
